241.56467	1.6707011	245.22147	1.3077251
186.20639	14.997056	237.5592	13.20724
186.00359	20.52517	253.63922	3.9507787
197.52551	16.455425	222.84204	7.898571
221.27542	8.219529	242.89154	4.5299244
167.55673	5.23622	180.43622	6.96913
67.750694	32.368996	177.16776	30.739178
78.031494	27.435465	171.66968	29.120626
49.86466	28.958828	189.05432	43.733955
62.218674	33.04152	208.48978	42.638317
84.526794	28.42311	189.70116	26.985014
34.752132	29.324902	207.20572	45.377167
68.39696	24.531979	150.90747	27.034645
46.74134	28.636015	159.28928	48.34034
81.340515	31.863892	184.81978	31.587036
75.09621	38.21233	205.86922	36.730217
83.78064	26.65749	176.37033	28.030502
94.015114	26.910255	167.58252	25.41866
44.337578	25.276936	145.69995	22.714783
78.1061	30.121037	195.54692	33.385086
63.0372	30.021055	175.7475	29.814585
81.257805	26.53906	173.26033	32.218025
84.456276	21.172672	180.18939	28.958755
89.114174	26.24933	188.13686	16.980764
79.66733	24.109066	154.13783	26.0234
52.006546	24.100792	156.67049	45.10623
72.252914	22.637177	170.1337	32.12956
65.249954	24.616613	156.399	41.49861
77.156975	30.448809	212.33165	28.117577
84.10099	34.371902	215.3195	29.36463
56.82095	27.910028	170.85965	53.78237
38.908657	27.967157	183.60239	51.382984
61.11122	31.974102	161.18607	44.522633
51.955364	31.008274	165.73996	29.69143
61.36518	35.071716	245.86844	18.331402
108.060165	22.980999	184.7156	26.77559
69.3081	29.173061	213.4345	33.628548
55.331253	20.409386	133.31049	20.193914
40.811115	24.526392	212.39159	28.875107
41.91156	14.8322735	98.230804	47.7722
45.415462	23.63032	135.74886	36.108707
90.673645	26.375217	165.61441	24.572058
52.743416	24.926872	161.14413	33.362186
60.31231	25.94862	150.6399	37.786522
69.60807	26.051067	157.3821	32.88237
60.69268	28.802906	198.96327	46.818523
63.541706	28.838896	162.61627	39.76906
60.008167	25.966412	204.66522	16.231428
60.79238	22.934057	165.60304	36.963253
64.98445	35.506573	191.5137	33.37359
71.245766	26.88347	227.5655	35.29249
84.18824	22.437	180.44037	34.419483
50.258568	26.176235	159.5306	42.90571
39.440166	28.456059	178.85103	25.108606
